resource,consumer,body_mass_resource,body_mass_consumer,class_resource,class_consumer,category_resource,category_consumer
Kobus megaceros,Lycaon pictus,86350.195,22025.035,mammals,mammals,na,na
Delphinapterus leucas,Homo sapiens,1370000,58620.315,mammals,mammals,marmam,na
Bos taurus,Panthera leo,756500,160249.53,mammals,mammals,na,na
Rupicapra rupicapra,Canis lupus,29450,33591.665,mammals,mammals,na,na
Butorides virescens,Quiscalus quiscula,201.5,105.18,aves,aves,na,na
Gallinula chloropus,Agkistrodon piscivorus,339.63,973.1883289,aves,reptilia,na,na
Felis silvestris,Canis lupus,4794.995,33591.665,mammals,mammals,na,na
Ammodorcas clarkei,Acinonyx jubatus,28024.905,48600,mammals,mammals,na,na
Lampropeltis triangulum,Vulpes vulpes,206.289758,5158.085,reptilia,mammals,na,na
Procyon lotor,Canis lupus,5947.485,33591.665,mammals,mammals,na,na
Cervus elaphus,Lynx rufus,202507.925,7647.05,mammals,mammals,na,na
Marmota caudata,Canis lupus,4350,33591.665,mammals,mammals,na,na
Thomomys talpoides,Lynx rufus,117.54,7647.05,mammals,mammals,na,na
Callosciurus prevostii,Martes flavigula,380.73,2171.25,mammals,mammals,na,na
Anas fulvigula,Chelydra serpentina,843.42,8133.379934,aves,reptilia,na,na
Solenodon paradoxus,Canis lupus,893.5,33591.665,mammals,mammals,na,na
Cervus nippon,Panthera tigris,53000,162782,mammals,mammals,na,na
Dipodomys deserti,Lynx rufus,106.25,7647.05,mammals,mammals,na,na
Ovis ammon,Canis lupus,146500,33591.665,mammals,mammals,na,na
Macropus bernardus,Canis lupus,17000,33591.665,mammals,mammals,na,na
Thamnophis butleri,Lampropeltis triangulum,42.2969156,206.289758,reptilia,reptilia,na,na
Blarina carolinensis,Canis latrans,12.55,12703.165,mammals,mammals,na,na
Ictinia mississippiensis,Procyon lotor,240.2563889,5947.485,aves,mammals,na,na
Blarina brevicauda,Canis latrans,23.2,12703.165,mammals,mammals,na,na
Storeria dekayi,Cyanocitta cristata,15.55655134,88,reptilia,aves,na,na
Macropus fuliginosus,Canis lupus,23800,33591.665,mammals,mammals,na,na
Plecotus rafinesquii,Felis silvestris,9.08,4794.995,mammals,mammals,bat,na
Clethrionomys glareolus,Strix aluco,20.7,472.46,mammals,aves,na,na
Plecotus auritus,Felis silvestris,7.975,4794.995,mammals,mammals,bat,na
Gazella gazella,Acinonyx jubatus,21974.965,48600,mammals,mammals,na,na
Plecotus austriacus,Felis silvestris,7.01,4794.995,mammals,mammals,bat,na
Dendroica petechia,Vulpes vulpes,10.22,5158.085,aves,mammals,na,na
Dipodomys venustus,Lynx rufus,75,7647.05,mammals,mammals,na,na
Vulpes vulpes,Canis lupus,5158.085,33591.665,mammals,mammals,na,na
Agelaius phoeniceus,Procyon lotor,50.78,5947.485,aves,mammals,na,na
Corvus corax,Bubo virginianus,927.97,1575.7,aves,aves,na,na
Chordeiles minor,Urocyon cinereoargenteus,79.3,3831.86,aves,mammals,na,na
Pseudois nayaur,Canis lupus,48400,33591.665,mammals,mammals,na,na
Tatera indica,Felis silvestris,152.155,4794.995,mammals,mammals,na,na
Neurotrichus gibbsii,Canis latrans,9.17,12703.165,mammals,mammals,na,na
Egretta thula,Buteogallus anthracinus,371,975.09,aves,aves,na,na
Reithrodontomys megalotis,Canis latrans,10.035,12703.165,mammals,mammals,na,na
Lepus nigricollis,Panthera pardus,2299.25,52219.11,mammals,mammals,na,na
Ondatra zibethicus,Circus cyaneus,1028.875,392.98,mammals,aves,na,na
Fulica americana,Vulpes vulpes,636.74,5158.085,aves,mammals,na,na
Litocranius walleri,Acinonyx jubatus,38249.845,48600,mammals,mammals,na,na
Melogale everetti,Melogale everetti,1500,1500,mammals,mammals,na,na
Plecotus austriacus,Homo sapiens,7.01,58620.315,mammals,mammals,bat,na
Sorex cinereus,Blarina brevicauda,4.4,23.2,mammals,mammals,na,na
Plecotus auritus,Tyto alba,7.975,403.32,mammals,aves,bat,na
Brachyteles arachnoides,Harpia harpyja,12049.94,4800,mammals,aves,na,na
Sigmodon fulviventer,Canis latrans,205,12703.165,mammals,mammals,na,na
Tamias merriami,Bubo virginianus,74.8,1575.7,mammals,aves,na,na
Eliomys quercinus,Meles meles,115,12450,mammals,mammals,na,na
Chordeiles minor,Vulpes velox,79.3,2168.755,aves,mammals,na,na
Chelydra serpentina,Vulpes vulpes,8133.379934,5158.085,reptilia,mammals,na,na
Peromyscus gossypinus,Lynx rufus,28.545,7647.05,mammals,mammals,na,na
Marmota bobak,Canis lupus,5500,33591.665,mammals,mammals,na,na
Anas americana,Corvus brachyrhynchos,754.61,448.76,aves,aves,na,na
Litocranius walleri,Mellivora capensis,38249.845,8750,mammals,mammals,na,na
Microtus xanthognathus,Buteo lagopus,109.225,949.76,mammals,aves,na,na
Cervus eldii,Panthera pardus,94700,52219.11,mammals,mammals,na,na
Peromyscus boylii,Lynx rufus,22.625,7647.05,mammals,mammals,na,na
Wilsonia citrina,Procyon lotor,10.54,5947.485,aves,mammals,na,na
Larus californicus,Bubo virginianus,683.39,1575.7,aves,aves,na,na
Thamnophis sirtalis,Micrurus fulvius,287.1256415,143.9593344,reptilia,reptilia,na,na
Microtus ochrogaster,Canis latrans,40.255,12703.165,mammals,mammals,na,na
Lutrogale perspicillata,Crocodylus porosus,9241.665,190672.1366,mammals,reptilia,na,na
Eulemur rubriventer,Felis silvestris,1720,4794.995,mammals,mammals,na,na
Panthera pardus,Canis lupus,52219.11,33591.665,mammals,mammals,na,na
Raphicerus sharpei,Acinonyx jubatus,9414.96,48600,mammals,mammals,na,na
Chrysemys picta,Vulpes vulpes,614.624445,5158.085,reptilia,mammals,na,na
Anas fulvigula,Lithobates catesbeianus,843.42,312.7083338,aves,amphibians,na,na
Anas americana,Larus californicus,754.61,683.39,aves,aves,na,na
Bubalus depressicornis,Macrogalidia musschenbroekii,277500,4580,mammals,mammals,na,na
Larus californicus,Lontra canadensis,683.39,8088.71,aves,mammals,na,na
Hippotragus equinus,Panthera pardus,264998.83,52219.11,mammals,mammals,na,na
Papio cynocephalus,Panthera leo,15822.15,160249.53,mammals,mammals,na,na
Didelphis virginiana,Canis latrans,2332.74,12703.165,mammals,mammals,na,na
Ondatra zibethicus,Canis latrans,1028.875,12703.165,mammals,mammals,na,na
Hippotragus niger,Panthera pardus,230749.635,52219.11,mammals,mammals,na,na
Papio ursinus,Panthera leo,17729.44,160249.53,mammals,mammals,na,na
Papio papio,Panthera leo,18026.05,160249.53,mammals,mammals,na,na
Dendroica petechia,Cyanocitta cristata,10.22,88,aves,aves,na,na
Corvus caurinus,Tyto alba,390.79,403.32,aves,aves,na,na
Redunca fulvorufula,Canis lupus,29199.93,33591.665,mammals,mammals,na,na
Diadophis punctatus,Micrurus fulvius,47.81807872,143.9593344,reptilia,reptilia,na,na
Galago alleni,Homo sapiens,264.5,58620.315,mammals,mammals,na,na
Bos taurus,Canis lupus,756500,33591.665,mammals,mammals,na,na
Bos grunniens,Canis lupus,458250,33591.665,mammals,mammals,na,na
Gazella gazella,Canis lupus,21974.965,33591.665,mammals,mammals,na,na
Litocranius walleri,Leptailurus serval,38249.845,11899.985,mammals,mammals,na,na
Pelea capreolus,Panthera pardus,21250,52219.11,mammals,mammals,na,na
Catharus guttatus,Procyon lotor,26.31579199,5947.485,aves,mammals,na,na
Trachemys scripta,Vulpes vulpes,812.1316188,5158.085,reptilia,mammals,na,na
Microtus californicus,Canis latrans,57.41,12703.165,mammals,mammals,na,na
Kobus megaceros,Panthera pardus,86350.195,52219.11,mammals,mammals,na,na
Muscardinus avellanarius,Tyto alba,28.35,403.32,mammals,aves,na,na
Butorides virescens,Corvus brachyrhynchos,201.5,448.76,aves,aves,na,na
Parabuteo unicinctus,Canis latrans,850.28,12703.165,aves,mammals,na,na
Redunca arundinum,Panthera pardus,57850.135,52219.11,mammals,mammals,na,na
Redunca fulvorufula,Panthera pardus,29199.93,52219.11,mammals,mammals,na,na
Branta canadensis,Corvus brachyrhynchos,2811.68,448.76,aves,aves,na,na
Neopsephotus bourkii,Felis silvestris,44.4,4794.995,aves,mammals,na,na
Microtus ochrogaster,Lynx rufus,40.255,7647.05,mammals,mammals,na,na
Microtus xanthognathus,Mustela nivalis,109.225,91.89,mammals,mammals,na,na
Pandion haliaetus,Bubo virginianus,1483.2,1575.7,aves,aves,na,na
Microtus xanthognathus,Buteo jamaicensis,109.225,1101.16,mammals,aves,na,na
Storeria occipitomaculata,Lampropeltis triangulum,7.358581925,206.289758,reptilia,reptilia,na,na
Microtus californicus,Buteo jamaicensis,57.41,1101.16,mammals,aves,na,na
Castor canadensis,Homo sapiens,19960,58620.315,mammals,mammals,na,na
Egretta thula,Corvus brachyrhynchos,371,448.76,aves,aves,na,na
Capra ibex,Aquila chrysaetos,77233.255,4247.97,mammals,aves,na,na
Plestiodon fasciatus,Lanius excubitor,6.745333421,63.41,reptilia,aves,na,na
Avahi laniger,Accipiter henstii,960,1050,mammals,aves,na,na
Sus verrucosus,Panthera pardus,85125,52219.11,mammals,mammals,na,na
Zapus princeps,Vulpes vulpes,28.1,5158.085,mammals,mammals,na,na
Dryomys nitedula,Bubo bubo,31.55,2668.51,mammals,aves,na,na
Parascalops breweri,Agkistrodon contortrix,50.8,400.4694576,mammals,reptilia,na,na
Peromyscus boylii,Canis latrans,22.625,12703.165,mammals,mammals,na,na
Corvus caurinus,Procyon lotor,390.79,5947.485,aves,mammals,na,na
Columbina inca,Felis silvestris,47.5,4794.995,aves,mammals,na,na
Arctonyx collaris,Panthera tigris,7263,162782,mammals,mammals,na,na
Parabuteo unicinctus,Corvus corax,850.28,927.97,aves,aves,na,na
Anas fulvigula,Neovison vison,843.42,1150,aves,mammals,na,na
Microcavia australis,Galictis cuja,273.55,1000,mammals,mammals,na,na
Lepus nigricollis,Canis lupus,2299.25,33591.665,mammals,mammals,na,na
Sorex cinereus,Felis silvestris,4.4,4794.995,mammals,mammals,na,na
Raphicerus sharpei,Canis adustus,9414.96,10324.955,mammals,mammals,na,na
Eidolon helvum,Homo sapiens,252.655,58620.315,mammals,mammals,bat,na
Canis lupus,Homo sapiens,33591.665,58620.315,mammals,mammals,na,na
Bos javanicus,Cuon alpinus,626000,15036.665,mammals,mammals,na,na
Hemitragus jemlahicus,Uncia uncia,51550,38333.5,mammals,mammals,na,na
Brachyteles arachnoides,Panthera onca,12049.94,92450,mammals,mammals,na,na
Neurotrichus gibbsii,Procyon lotor,9.17,5947.485,mammals,mammals,na,na
Microtus californicus,Felis silvestris,57.41,4794.995,mammals,mammals,na,na
Bombycilla cedrorum,Lithobates catesbeianus,31.58,312.7083338,aves,amphibians,na,na
Anas cyanoptera,Neovison vison,398.261645,1150,aves,mammals,na,na
Microtus xanthognathus,Lynx lynx,109.225,18625,mammals,mammals,na,na
Nasua nasua,Leopardus pardalis,3791.925,11900.04,mammals,mammals,na,na
Spermophilus brunneus,Mustela frenata,300,169,mammals,mammals,na,na
Nucifraga columbiana,Falco mexicanus,129.81,713.07,aves,aves,na,na
Leontopithecus caissara,Panthera onca,588.5,92450,mammals,mammals,na,na
Procapra gutturosa,Otocolobus manul,27925,3050,mammals,mammals,na,na
Diadophis punctatus,Sus scrofa,47.81807872,90309.045,reptilia,mammals,na,na
Suricata suricatta,Polemaetus bellicosus,727.75,3964.54,mammals,aves,na,na
Arvicola amphibius,Neovison vison,120,1150,mammals,mammals,na,na
Arborimus longicaudus,Procyon lotor,21.8,5947.485,mammals,mammals,na,na
Egretta tricolor,Procyon lotor,372.3,5947.485,aves,mammals,na,na
Alces alces,Canis lupus,418999.08,33591.665,mammals,mammals,na,na
Saguinus nigricollis,Felis silvestris,456,4794.995,mammals,mammals,na,na
Odocoileus virginianus,Canis lupus,65254.28,33591.665,mammals,mammals,na,na
Podilymbus podiceps,Agkistrodon piscivorus,411.93,973.1883289,aves,reptilia,na,na
Rangifer tarandus,Canis lupus,97016.99,33591.665,mammals,mammals,na,na
Manis javanica,Panthera pardus,5005,52219.11,mammals,mammals,na,na
Tamias dorsalis,Falco sparverius,67.4,114.61,mammals,aves,na,na
Dendroica petechia,Tamiasciurus hudsonicus,10.22,200.585,aves,mammals,na,na
Anser anser,Aquila chrysaetos,3302.41,4247.97,aves,aves,na,na
Mazama gouazoupira,Panthera onca,16400,92450,mammals,mammals,na,na
Mimus polyglottos,Alligator mississippiensis,47.6602606,60001.02853,aves,reptilia,na,na
Spermophilus washingtoni,Mustela frenata,211.25,169,mammals,mammals,na,na
Paguma larvata,Panthera tigris,4300,162782,mammals,mammals,na,na
Chelydra serpentina,Lithobates catesbeianus,8133.379934,312.7083338,reptilia,amphibians,na,na
Odocoileus virginianus,Panthera onca,65254.28,92450,mammals,mammals,na,na
Egretta thula,Procyon lotor,371,5947.485,aves,mammals,na,na
Hemitragus hylocrius,Panthera tigris,74350,162782,mammals,mammals,na,na
Auriparus flaviceps,Accipiter cooperii,6.8,429.67,aves,aves,na,na
Anas fulvigula,Lontra canadensis,843.42,8088.71,aves,mammals,na,na
Lavia frons,Dendroaspis angusticeps,23.765,693.4100698,mammals,reptilia,bat,na
Anser anser,Corvus corax,3302.41,927.97,aves,aves,na,na
Spermophilus washingtoni,Crotalus viridis,211.25,679.1396015,mammals,reptilia,na,na
Zenaida asiatica,Bassariscus astutus,153,1074.755,aves,mammals,na,na
Catharus guttatus,Corvus brachyrhynchos,26.31579199,448.76,aves,aves,na,na
Anas acuta,Lynx rufus,944.62,7647.05,aves,mammals,na,na
Clethrionomys glareolus,Mustela nivalis,20.7,91.89,mammals,mammals,na,na
Chaetodipus baileyi,Canis latrans,26.325,12703.165,mammals,mammals,na,na
Ondatra zibethicus,Procyon lotor,1028.875,5947.485,mammals,mammals,na,na
Butorides virescens,Procyon lotor,201.5,5947.485,aves,mammals,na,na
Sitta pygmaea,Accipiter cooperii,10.6,429.67,aves,aves,na,na
Capra ibex,Panthera pardus,77233.255,52219.11,mammals,mammals,na,na
Myotis grisescens,Felis silvestris,10.67,4794.995,mammals,mammals,bat,na
Eliomys quercinus,Vulpes vulpes,115,5158.085,mammals,mammals,na,na
Trichosurus caninus,Dasyurus maculatus,3320,4430,mammals,mammals,na,na
Muscardinus avellanarius,Vulpes vulpes,28.35,5158.085,mammals,mammals,na,na
Certhia americana,Glaucomys sabrinus,8.1,152,aves,mammals,na,na
Leontopithecus caissara,Spizaetus tyrannus,588.5,1007.11,mammals,aves,na,na
Pseudacris triseriata,Mephitis mephitis,1.208816667,2242.51,amphibians,mammals,na,na
Nasua nasua,Puma yagouaroundi,3791.925,6875,mammals,mammals,na,na
Onychogalea fraenata,Canis lupus,5220,33591.665,mammals,mammals,na,na
Ursus americanus,Puma concolor,105474.68,52750.02,mammals,mammals,na,na
Petauroides volans,Vulpes vulpes,1280,5158.085,mammals,mammals,na,na
Rattus norvegicus,Felis silvestris,310.665,4794.995,mammals,mammals,na,na
Mus musculus,Felis silvestris,17.775,4794.995,mammals,mammals,na,na
Blarina hylophaga,Felis silvestris,14.5,4794.995,mammals,mammals,na,na
Cervus nippon,Canis lupus,53000,33591.665,mammals,mammals,na,na
Neurotrichus gibbsii,Felis silvestris,9.17,4794.995,mammals,mammals,na,na
Parascalops breweri,Felis silvestris,50.8,4794.995,mammals,mammals,na,na
Chordeiles minor,Vulpes vulpes,79.3,5158.085,aves,mammals,na,na
Paguma larvata,Panthera pardus,4300,52219.11,mammals,mammals,na,na
Microcavia australis,Lyncodon patagonicus,273.55,225,mammals,mammals,na,na
Cervus elaphus,Canis lupus,202507.925,33591.665,mammals,mammals,na,na
Egretta tricolor,Corvus corax,372.3,927.97,aves,aves,na,na
Tetracerus quadricornis,Panthera tigris,19050,162782,mammals,mammals,na,na
Zenaida asiatica,Lynx rufus,153,7647.05,aves,mammals,na,na
Sitta pygmaea,Tamiasciurus hudsonicus,10.6,200.585,aves,mammals,na,na
Certhia americana,Tamiasciurus hudsonicus,8.1,200.585,aves,mammals,na,na
Lavia frons,Macheiramphus alcinus,23.765,650,mammals,aves,bat,na
Thomomys mazama,Canis latrans,84,12703.165,mammals,mammals,na,na
Larus californicus,Falco mexicanus,683.39,713.07,aves,aves,na,na
Sitta canadensis,Tamiasciurus hudsonicus,9.8,200.585,aves,mammals,na,na
Spermophilus lateralis,Mephitis mephitis,183,2242.51,mammals,mammals,na,na
Agelaius phoeniceus,Cistothorus palustris,50.78,10.8,aves,aves,na,na
Lepus nigricollis,Felis silvestris,2299.25,4794.995,mammals,mammals,na,na
Anas cyanoptera,Canis lupus,398.261645,33591.665,aves,mammals,na,na
Hylobates klossii,Panthera pardus,5825,52219.11,mammals,mammals,na,na
Cyrtonyx montezumae,Circus cyaneus,185.38,392.98,aves,aves,na,na
Arctocephalus philippii,Orcinus orca,95000,4965000,mammals,mammals,marmam,marmam
Egretta tricolor,Cathartes aura,372.3,1518.24,aves,aves,na,na
Arctocephalus australis,Orcinus orca,56650,4965000,mammals,mammals,marmam,marmam
Peromyscus aztecus,Lynx rufus,37,7647.05,mammals,mammals,na,na
Epomophorus gambianus,Cardioderma cor,128.435,27.02,mammals,mammals,bat,bat
Anas americana,Spermophilus franklinii,754.61,410.5,aves,mammals,na,na
Plestiodon fasciatus,Vulpes vulpes,6.745333421,5158.085,reptilia,mammals,na,na
Gallinula chloropus,Quiscalus major,339.63,151.21,aves,aves,na,na
Leontopithecus caissara,Spizaetus ornatus,588.5,1197.4,mammals,aves,na,na
Tamias alpinus,Vulpes velox,36.525,2168.755,mammals,mammals,na,na
Chelydra serpentina,Ardea herodias,8133.379934,2523.41,reptilia,aves,na,na
Hypsignathus monstrosus,Homo sapiens,335.04,58620.315,mammals,mammals,bat,na
Cervus albirostris,Canis lupus,161000,33591.665,mammals,mammals,na,na
Callosciurus prevostii,Spilornis cheela,380.73,597.74,mammals,aves,na,na
Eptesicus fuscus,Felis silvestris,16.88,4794.995,mammals,mammals,bat,na
Axis porcinus,Canis lupus,35759.25,33591.665,mammals,mammals,na,na
Phoca largha,Canis lupus,124650,33591.665,mammals,mammals,marmam,na
Corvus corax,Canis latrans,927.97,12703.165,aves,mammals,na,na
Spermophilus washingtoni,Falco mexicanus,211.25,713.07,mammals,aves,na,na
Diadophis punctatus,Lithobates catesbeianus,47.81807872,312.7083338,reptilia,amphibians,na,na
Phoca largha,Orcinus orca,124650,4965000,mammals,mammals,marmam,marmam
Columbina inca,Cyanocitta cristata,47.5,88,aves,aves,na,na
Dendroica petechia,Mephitis mephitis,10.22,2242.51,aves,mammals,na,na
Raphicerus sharpei,Panthera leo,9414.96,160249.53,mammals,mammals,na,na
Zenaida asiatica,Felis silvestris,153,4794.995,aves,mammals,na,na
Petrogale assimilis,Felis silvestris,4575,4794.995,mammals,mammals,na,na
Elaphodus cephalophus,Cuon alpinus,28250,15036.665,mammals,mammals,na,na
Auriparus flaviceps,Aphelocoma californica,6.8,85.74,aves,aves,na,na
Megaderma lyra,Felis silvestris,42.22,4794.995,mammals,mammals,bat,na
Colobus angolensis,Homo sapiens,9420,58620.315,mammals,mammals,na,na
Plecotus auritus,Strix aluco,7.975,472.46,mammals,aves,bat,na
Dendroica palmarum,Accipiter striatus,10.3,130.59,aves,aves,na,na
Spermophilus brunneus,Falco mexicanus,300,713.07,mammals,aves,na,na
Sciurus carolinensis,Vulpes vulpes,526.25,5158.085,mammals,mammals,na,na
Macaca sylvanus,Homo sapiens,9250.015,58620.315,mammals,mammals,na,na
Corvus corax,Martes americana,927.97,1066,aves,mammals,na,na
Raphicerus sharpei,Crocuta crocuta,9414.96,65246.03,mammals,mammals,na,na
Anas cyanoptera,Felis silvestris,398.261645,4794.995,aves,mammals,na,na
Gazella gazella,Homo sapiens,21974.965,58620.315,mammals,mammals,na,na
Nasua nasua,Panthera onca,3791.925,92450,mammals,mammals,na,na
Dendroica palmarum,Accipiter cooperii,10.3,429.67,aves,aves,na,na
Tamias merriami,Crotalus viridis,74.8,679.1396015,mammals,reptilia,na,na
Cyrtonyx montezumae,Accipiter cooperii,185.38,429.67,aves,aves,na,na
Fulica americana,Mephitis mephitis,636.74,2242.51,aves,mammals,na,na
Tamias dorsalis,Crotalus viridis,67.4,679.1396015,mammals,reptilia,na,na
Thomomys mazama,Mustela erminea,84,201.69,mammals,mammals,na,na
Notomys alexis,Canis lupus,33.65,33591.665,mammals,mammals,na,na
Petauroides volans,Ninox strenua,1280,1345.97,mammals,aves,na,na
Chelydra serpentina,Mephitis mephitis,8133.379934,2242.51,reptilia,mammals,na,na
Sorex araneus,Felis silvestris,9.415,4794.995,mammals,mammals,na,na
Larus canus,Vulpes vulpes,412.53,5158.085,aves,mammals,na,na
Podilymbus podiceps,Alligator mississippiensis,411.93,60001.02853,aves,reptilia,na,na
Larus californicus,Vulpes vulpes,683.39,5158.085,aves,mammals,na,na
Tamias alpinus,Vulpes vulpes,36.525,5158.085,mammals,mammals,na,na
Ammodorcas clarkei,Homo sapiens,28024.905,58620.315,mammals,mammals,na,na
Sitta canadensis,Cyanocitta stelleri,9.8,128,aves,aves,na,na
Dipodomys compactus,Procyon lotor,49.225,5947.485,mammals,mammals,na,na
Larus californicus,Haliaeetus leucocephalus,683.39,4700.58,aves,aves,na,na
Ondatra zibethicus,Neovison vison,1028.875,1150,mammals,mammals,na,na
Anser anser,Canis lupus,3302.41,33591.665,aves,mammals,na,na
Procolobus rufomitratus,Homo sapiens,8070,58620.315,mammals,mammals,na,na
Procolobus verus,Homo sapiens,3990,58620.315,mammals,mammals,na,na
Parascalops breweri,Canis lupus,50.8,33591.665,mammals,mammals,na,na
Epomophorus gambianus,Macheiramphus alcinus,128.435,650,mammals,aves,bat,na
