resource,consumer,body_mass_resource,body_mass_consumer,class_resource,class_consumer,category_resource,category_consumer
Notophthalmus viridescens,Mycteria americana,3.117898551,2554.47,amphibians,aves,na,na
Lithobates sphenocephalus,Mycteria americana,37.425,2554.47,amphibians,aves,na,na
Procyon lotor,Cathartes aura,5947.485,1518.24,mammals,aves,na,na
Sylvilagus floridanus,Cathartes aura,1191.395,1518.24,mammals,aves,na,na
Mephitis mephitis,Cathartes aura,2242.51,1518.24,mammals,aves,na,na
Sciurus carolinensis,Cathartes aura,526.25,1518.24,mammals,aves,na,na
Sciurus niger,Cathartes aura,761.9,1518.24,mammals,aves,na,na
Spermophilus franklinii,Cathartes aura,410.5,1518.24,mammals,aves,na,na
Odocoileus virginianus,Cathartes aura,65254.28,1518.24,mammals,aves,na,na
Ondatra zibethicus,Cathartes aura,1028.875,1518.24,mammals,aves,na,na
Marmota monax,Cathartes aura,3840.86,1518.24,mammals,aves,na,na
Canis lupus,Cathartes aura,33591.665,1518.24,mammals,aves,na,na
Felis catus,Cathartes aura,2884.8,1518.24,mammals,aves,na,na
Sus scrofa,Cathartes aura,90309.045,1518.24,mammals,aves,na,na
Bos taurus,Cathartes aura,756500,1518.24,mammals,aves,na,na
Ovis aries,Cathartes aura,42100,1518.24,mammals,aves,na,na
Didelphis virginiana,Cathartes aura,2332.74,1518.24,mammals,aves,na,na
Sialia mexicana,Cathartes aura,26.44,1518.24,aves,aves,na,na
Gallus gallus,Cathartes aura,751.72,1518.24,aves,aves,na,na
Geococcyx californianus,Cathartes aura,291.6055556,1518.24,aves,aves,na,na
Meleagris gallopavo,Cathartes aura,5791.37,1518.24,aves,aves,na,na
Didelphis virginiana,Coragyps atratus,2332.74,1758.195926,mammals,aves,na,na
Bos taurus,Coragyps atratus,756500,1758.195926,mammals,aves,na,na
Sus scrofa,Coragyps atratus,90309.045,1758.195926,mammals,aves,na,na
Meleagris gallopavo,Coragyps atratus,5791.37,1758.195926,aves,aves,na,na
Gallus gallus,Coragyps atratus,751.72,1758.195926,aves,aves,na,na
Ovis aries,Coragyps atratus,42100,1758.195926,mammals,aves,na,na
Marmota monax,Coragyps atratus,3840.86,1758.195926,mammals,aves,na,na
Odocoileus virginianus,Coragyps atratus,65254.28,1758.195926,mammals,aves,na,na
Mephitis mephitis,Coragyps atratus,2242.51,1758.195926,mammals,aves,na,na
Procyon lotor,Coragyps atratus,5947.485,1758.195926,mammals,aves,na,na
Canis latrans,Cathartes aura,12703.165,1518.24,mammals,aves,na,na
Nyctidromus albicollis,Cathartes aura,57.84,1518.24,aves,aves,na,na
Colinus virginianus,Cathartes aura,177.6874419,1518.24,aves,aves,na,na
Terrapene ornata,Cathartes aura,147.904111,1518.24,reptilia,aves,na,na
Crotalus atrox,Cathartes aura,1695.613881,1518.24,reptilia,aves,na,na
Dasypus novemcinctus,Cathartes aura,4101.89,1518.24,mammals,aves,na,na
Chen caerulescens,Cathartes aura,2636.15,1518.24,aves,aves,na,na
Urocyon cinereoargenteus,Cathartes aura,3831.86,1518.24,mammals,aves,na,na
Lynx rufus,Cathartes aura,7647.05,1518.24,mammals,aves,na,na
Equus asinus,Cathartes aura,212499.625,1518.24,mammals,aves,na,na
Canis latrans,Coragyps atratus,12703.165,1758.195926,mammals,aves,na,na
Dasypus novemcinctus,Coragyps atratus,4101.89,1758.195926,mammals,aves,na,na
Equus asinus,Coragyps atratus,212499.625,1758.195926,mammals,aves,na,na
Loxia curvirostra,Buteo albonotatus,38.29,745.92,aves,aves,na,na
Cyanocitta stelleri,Buteo albonotatus,128,745.92,aves,aves,na,na
Colaptes auratus,Buteo albonotatus,131.46,745.92,aves,aves,na,na
Turdus migratorius,Buteo albonotatus,79.98562144,745.92,aves,aves,na,na
Chordeiles minor,Buteo albonotatus,79.3,745.92,aves,aves,na,na
Mus musculus,Elanus leucurus,17.775,346,mammals,aves,na,na
Microtus californicus,Elanus leucurus,57.41,346,mammals,aves,na,na
Reithrodontomys megalotis,Elanus leucurus,10.035,346,mammals,aves,na,na
Lepus townsendii,Buteo swainsoni,2467.5,946.61,mammals,aves,na,na
Pituophis catenifer,Buteo swainsoni,497.1560436,946.61,reptilia,aves,na,na
Coluber constrictor,Buteo swainsoni,208.8797407,946.61,reptilia,aves,na,na
Pica hudsonia,Buteo swainsoni,177.12,946.61,aves,aves,na,na
Sturnella neglecta,Buteo swainsoni,100.06,946.61,aves,aves,na,na
Perognathus parvus,Buteo swainsoni,21.59,946.61,mammals,aves,na,na
Thomomys talpoides,Buteo swainsoni,117.54,946.61,mammals,aves,na,na
Thamnophis sirtalis,Buteo swainsoni,287.1256415,946.61,reptilia,aves,na,na
Sturnus vulgaris,Buteo swainsoni,77.14,946.61,aves,aves,na,na
Perdix perdix,Buteo swainsoni,405.3,946.61,aves,aves,na,na
Phasianus colchicus,Buteo swainsoni,1120.31,946.61,aves,aves,na,na
Sylvilagus audubonii,Buteo swainsoni,886.315,946.61,mammals,aves,na,na
Spermophilus columbianus,Buteo swainsoni,482,946.61,mammals,aves,na,na
Peromyscus maniculatus,Buteo swainsoni,20.69,946.61,mammals,aves,na,na
Eremophila alpestris,Buteo swainsoni,33.33,946.61,aves,aves,na,na
Larus delawarensis,Buteo swainsoni,516.31,946.61,aves,aves,na,na
Sylvilagus nuttallii,Buteo swainsoni,780.045,946.61,mammals,aves,na,na
Lepus californicus,Buteo swainsoni,2421.24,946.61,mammals,aves,na,na
Spermophilus townsendii,Buteo swainsoni,210,946.61,mammals,aves,na,na
Numenius americanus,Buteo swainsoni,583.86,946.61,aves,aves,na,na
Anas platyrhynchos,Buteo swainsoni,843.42,946.61,aves,aves,na,na
Dipodomys ordii,Buteo swainsoni,55.4,946.61,mammals,aves,na,na
Phrynosoma hernandesi,Buteo swainsoni,24.78618667,946.61,reptilia,aves,na,na
Sceloporus graciosus,Buteo swainsoni,8.962039307,946.61,reptilia,aves,na,na
Dendroica striata,Buteo brachyurus,11.84,496.01,aves,aves,na,na
Coccyzus americanus,Buteo brachyurus,64,496.01,aves,aves,na,na
Vireo griseus,Buteo brachyurus,11.4,496.01,aves,aves,na,na
Agelaius phoeniceus,Buteo brachyurus,50.78,496.01,aves,aves,na,na
Sturnella magna,Buteo brachyurus,91.76,496.01,aves,aves,na,na
Tachycineta bicolor,Accipiter striatus,21.2,130.59,aves,aves,na,na
Turdus migratorius,Accipiter striatus,79.98562144,130.59,aves,aves,na,na
Agelaius phoeniceus,Accipiter striatus,50.78,130.59,aves,aves,na,na
Zapus princeps,Accipiter striatus,28.1,130.59,mammals,aves,na,na
Microtus longicaudus,Accipiter striatus,45.755,130.59,mammals,aves,na,na
Microtus montanus,Accipiter striatus,39.615,130.59,mammals,aves,na,na
Phenacomys intermedius,Accipiter striatus,25.2,130.59,mammals,aves,na,na
Myodes gapperi,Accipiter striatus,19.83,130.59,mammals,aves,na,na
Peromyscus maniculatus,Accipiter striatus,20.69,130.59,mammals,aves,na,na
Thomomys talpoides,Accipiter striatus,117.54,130.59,mammals,aves,na,na
Tamiasciurus hudsonicus,Accipiter striatus,200.585,130.59,mammals,aves,na,na
Tamias minimus,Accipiter striatus,89.085,130.59,mammals,aves,na,na
Sorex monticolus,Accipiter striatus,6.015,130.59,mammals,aves,na,na
Carduelis pinus,Accipiter striatus,12.7,130.59,aves,aves,na,na
Pinicola enucleator,Accipiter striatus,56.4,130.59,aves,aves,na,na
Molothrus ater,Accipiter striatus,42.02651747,130.59,aves,aves,na,na
Junco hyemalis,Accipiter striatus,19.5,130.59,aves,aves,na,na
Zonotrichia leucophrys,Accipiter striatus,28,130.59,aves,aves,na,na
Melospiza lincolnii,Accipiter striatus,16.6,130.59,aves,aves,na,na
Melospiza melodia,Accipiter striatus,21.91,130.59,aves,aves,na,na
Passerculus sandwichensis,Accipiter striatus,19.97,130.59,aves,aves,na,na
Pooecetes gramineus,Accipiter striatus,25.68,130.59,aves,aves,na,na
Spizella passerina,Accipiter striatus,12.2,130.59,aves,aves,na,na
Pipilo chlorurus,Accipiter striatus,29.4,130.59,aves,aves,na,na
Piranga ludoviciana,Accipiter striatus,28.1,130.59,aves,aves,na,na
Vireo olivaceus,Accipiter striatus,16.06,130.59,aves,aves,na,na
Vireo gilvus,Accipiter striatus,12.67,130.59,aves,aves,na,na
Dumetella carolinensis,Accipiter striatus,35.3,130.59,aves,aves,na,na
Catharus guttatus,Accipiter striatus,26.31579199,130.59,aves,aves,na,na
Catharus ustulatus,Accipiter striatus,30.3,130.59,aves,aves,na,na
Myadestes townsendi,Accipiter striatus,34.0203861,130.59,aves,aves,na,na
Sialia currucoides,Accipiter striatus,29.6,130.59,aves,aves,na,na
Sialia mexicana,Accipiter striatus,26.44,130.59,aves,aves,na,na
Regulus satrapa,Accipiter striatus,6.19,130.59,aves,aves,na,na
Troglodytes aedon,Accipiter striatus,10.85,130.59,aves,aves,na,na
Salpinctes obsoletus,Accipiter striatus,16.37,130.59,aves,aves,na,na
Certhia americana,Accipiter striatus,8.1,130.59,aves,aves,na,na
Sitta canadensis,Accipiter striatus,9.8,130.59,aves,aves,na,na
Tachycineta thalassina,Accipiter striatus,14.14,130.59,aves,aves,na,na
Progne subis,Accipiter striatus,53.79,130.59,aves,aves,na,na
Actitis macularius,Accipiter striatus,40.4,130.59,aves,aves,na,na
Selasphorus platycercus,Accipiter striatus,3.54,130.59,aves,aves,na,na
Sphyrapicus nuchalis,Accipiter striatus,48.49,130.59,aves,aves,na,na
Picoides pubescens,Accipiter striatus,25.55,130.59,aves,aves,na,na
Picoides villosus,Accipiter striatus,62.65,130.59,aves,aves,na,na
Contopus sordidulus,Accipiter striatus,13.1,130.59,aves,aves,na,na
Empidonax hammondii,Accipiter striatus,10.44,130.59,aves,aves,na,na
Empidonax oberholseri,Accipiter striatus,11.59992126,130.59,aves,aves,na,na
Empidonax difficilis,Accipiter striatus,10.7,130.59,aves,aves,na,na
Blarina brevicauda,Buteo lagopus,23.2,949.76,mammals,aves,na,na
Mus musculus,Buteo lagopus,17.775,949.76,mammals,aves,na,na
Sylvilagus floridanus,Buteo lagopus,1191.395,949.76,mammals,aves,na,na
Reithrodontomys megalotis,Buteo lagopus,10.035,949.76,mammals,aves,na,na
Eremophila alpestris,Buteo lagopus,33.33,949.76,aves,aves,na,na
Centrocercus urophasianus,Buteo lagopus,1902.46,949.76,aves,aves,na,na
Antilocapra americana,Buteo lagopus,46491.46,949.76,mammals,aves,na,na
Lepus californicus,Buteo lagopus,2421.24,949.76,mammals,aves,na,na
Lemmiscus curtatus,Buteo lagopus,28.285,949.76,mammals,aves,na,na
Spermophilus townsendii,Buteo lagopus,210,949.76,mammals,aves,na,na
Thomomys talpoides,Buteo lagopus,117.54,949.76,mammals,aves,na,na
Peromyscus maniculatus,Buteo lagopus,20.69,949.76,mammals,aves,na,na
Microtus montanus,Buteo lagopus,39.615,949.76,mammals,aves,na,na
Onychomys leucogaster,Buteo lagopus,27.91,949.76,mammals,aves,na,na
Tamias minimus,Buteo lagopus,89.085,949.76,mammals,aves,na,na
Mustela erminea,Buteo lagopus,201.69,949.76,mammals,aves,na,na
Myodes rutilus,Buteo lagopus,19.94,949.76,mammals,aves,na,na
Lemmus sibiricus,Buteo lagopus,57.785,949.76,mammals,aves,na,na
Dicrostonyx groenlandicus,Buteo lagopus,56.55,949.76,mammals,aves,na,na
Microtus miurus,Buteo lagopus,41,949.76,mammals,aves,na,na
Microtus oeconomus,Buteo lagopus,33.74,949.76,mammals,aves,na,na
Passerella iliaca,Buteo lagopus,33.25,949.76,aves,aves,na,na
Anthus spinoletta,Buteo lagopus,23.9,949.76,aves,aves,na,na
Turdus migratorius,Buteo lagopus,79.98562144,949.76,aves,aves,na,na
Mustela nivalis,Buteo lagopus,91.89,949.76,mammals,aves,na,na
Pluvialis dominica,Buteo lagopus,151.47,949.76,aves,aves,na,na
Sylvilagus floridanus,Buteo jamaicensis,1191.395,1101.16,mammals,aves,na,na
Rattus norvegicus,Buteo jamaicensis,310.665,1101.16,mammals,aves,na,na
Anas platyrhynchos,Buteo jamaicensis,843.42,1101.16,aves,aves,na,na
Opheodrys vernalis,Buteo jamaicensis,29.21159816,1101.16,reptilia,aves,na,na
Tympanuchus phasianellus,Buteo jamaicensis,882.38,1101.16,aves,aves,na,na
Fulica americana,Buteo jamaicensis,636.74,1101.16,aves,aves,na,na
Mustela nivalis,Buteo jamaicensis,91.89,1101.16,mammals,aves,na,na
Lepus townsendii,Buteo jamaicensis,2467.5,1101.16,mammals,aves,na,na
Oreortyx pictus,Accipiter gentilis,233,866.04,aves,aves,na,na
Sphyrapicus thyroideus,Accipiter gentilis,47.6,866.04,aves,aves,na,na
Scapanus latimanus,Accipiter gentilis,57.35,866.04,mammals,aves,na,na
Lepus americanus,Accipiter gentilis,1640.01,866.04,mammals,aves,na,na
Anas platyrhynchos,Accipiter gentilis,843.42,866.04,aves,aves,na,na
Tamiasciurus douglasii,Accipiter gentilis,225,866.04,mammals,aves,na,na
Cyanocitta stelleri,Accipiter gentilis,128,866.04,aves,aves,na,na
Turdus migratorius,Accipiter gentilis,79.98562144,866.04,aves,aves,na,na
Turdus merula,Accipiter gentilis,88.93622727,866.04,aves,aves,na,na
Turdus viscivorus,Accipiter gentilis,117.37,866.04,aves,aves,na,na
Garrulus glandarius,Accipiter gentilis,159.46,866.04,aves,aves,na,na
Pica pica,Accipiter gentilis,217.48,866.04,aves,aves,na,na
Dendrocopos major,Accipiter gentilis,74.94,866.04,aves,aves,na,na
Cuculus canorus,Accipiter gentilis,111.36,866.04,aves,aves,na,na
Columba palumbus,Accipiter gentilis,490,866.04,aves,aves,na,na
Columba livia,Accipiter gentilis,354.2,866.04,aves,aves,na,na
Columba oenas,Accipiter gentilis,290.79,866.04,aves,aves,na,na
Lagopus lagopus,Accipiter gentilis,566.86,866.04,aves,aves,na,na
Falco tinnunculus,Accipiter gentilis,183.21,866.04,aves,aves,na,na
Lepus timidus,Accipiter gentilis,3084,866.04,mammals,aves,na,na
Oryctolagus cuniculus,Accipiter gentilis,1711.11,866.04,mammals,aves,na,na
Fringilla coelebs,Accipiter gentilis,23.81,866.04,aves,aves,na,na
Sturnus vulgaris,Accipiter gentilis,77.14,866.04,aves,aves,na,na
Anthus pratensis,Accipiter gentilis,18.4,866.04,aves,aves,na,na
Turdus philomelos,Accipiter gentilis,67.74,866.04,aves,aves,na,na
Athene noctua,Accipiter gentilis,168.92,866.04,aves,aves,na,na
Larus canus,Accipiter gentilis,412.53,866.04,aves,aves,na,na
Numenius arquata,Accipiter gentilis,802.99,866.04,aves,aves,na,na
Scolopax rusticola,Accipiter gentilis,308.31,866.04,aves,aves,na,na
Pluvialis apricaria,Accipiter gentilis,214,866.04,aves,aves,na,na
Vanellus vanellus,Accipiter gentilis,218.37,866.04,aves,aves,na,na
Phasianus colchicus,Accipiter gentilis,1120.31,866.04,aves,aves,na,na
Perdix perdix,Accipiter gentilis,405.3,866.04,aves,aves,na,na
Tetrao urogallus,Accipiter gentilis,2716.61,866.04,aves,aves,na,na
Accipiter nisus,Accipiter gentilis,220.79,866.04,aves,aves,na,na
Rana temporaria,Accipiter gentilis,42.09890217,866.04,amphibians,aves,na,na
Sciurus carolinensis,Accipiter gentilis,526.25,866.04,mammals,aves,na,na
Sciurus vulgaris,Accipiter gentilis,333,866.04,mammals,aves,na,na
Alauda arvensis,Accipiter gentilis,37.31,866.04,aves,aves,na,na
Picus viridis,Accipiter gentilis,176,866.04,aves,aves,na,na
Gallinula chloropus,Accipiter gentilis,339.63,866.04,aves,aves,na,na
Alectoris rufa,Accipiter gentilis,527.86,866.04,aves,aves,na,na
Mustela erminea,Accipiter gentilis,201.69,866.04,mammals,aves,na,na
Arvicola amphibius,Accipiter gentilis,120,866.04,mammals,aves,na,na
Lepus capensis,Accipiter gentilis,2655.835,866.04,mammals,aves,na,na
Turdus iliacus,Accipiter gentilis,61.2,866.04,aves,aves,na,na
Streptopelia turtur,Accipiter gentilis,132,866.04,aves,aves,na,na
Mustela nivalis,Accipiter gentilis,91.89,866.04,mammals,aves,na,na
Anas crecca,Accipiter gentilis,341.89,866.04,aves,aves,na,na
Tamias amoenus,Accipiter gentilis,50.6,866.04,mammals,aves,na,na
Tamiasciurus hudsonicus,Accipiter gentilis,200.585,866.04,mammals,aves,na,na
Accipiter gentilis,Accipiter gentilis,866.04,866.04,aves,aves,na,na
Colaptes auratus,Accipiter gentilis,131.46,866.04,aves,aves,na,na
Sturnella neglecta,Accipiter gentilis,100.06,866.04,aves,aves,na,na
Piranga ludoviciana,Accipiter gentilis,28.1,866.04,aves,aves,na,na
Nucifraga columbiana,Accipiter gentilis,129.81,866.04,aves,aves,na,na
Perisoreus canadensis,Accipiter gentilis,71.58,866.04,aves,aves,na,na
Picoides villosus,Accipiter gentilis,62.65,866.04,aves,aves,na,na
Bonasa umbellus,Accipiter gentilis,530.91,866.04,aves,aves,na,na
Junco hyemalis,Accipiter gentilis,19.5,866.04,aves,aves,na,na
Asio otus,Accipiter gentilis,296.57,866.04,aves,aves,na,na
Pheucticus melanocephalus,Accipiter gentilis,47.13,866.04,aves,aves,na,na
Lithobates catesbeianus,Ictinia mississippiensis,312.7083338,240.2563889,amphibians,aves,na,na
Lithobates pipiens,Ictinia mississippiensis,39.2,240.2563889,amphibians,aves,na,na
Peromyscus maniculatus,Asio flammeus,20.69,322.61,mammals,aves,na,na
Microtus pennsylvanicus,Asio flammeus,39.625,322.61,mammals,aves,na,na
Rattus norvegicus,Asio flammeus,310.665,322.61,mammals,aves,na,na
Microtus pennsylvanicus,Falco sparverius,39.625,114.61,mammals,aves,na,na
Rattus norvegicus,Falco sparverius,310.665,114.61,mammals,aves,na,na
Ondatra zibethicus,Buteo lagopus,1028.875,949.76,mammals,aves,na,na
Microtus pennsylvanicus,Buteo lagopus,39.625,949.76,mammals,aves,na,na
Ondatra zibethicus,Buteo jamaicensis,1028.875,1101.16,mammals,aves,na,na
Microtus pennsylvanicus,Buteo jamaicensis,39.625,1101.16,mammals,aves,na,na
Sylvilagus floridanus,Circus cyaneus,1191.395,392.98,mammals,aves,na,na
Microtus pennsylvanicus,Circus cyaneus,39.625,392.98,mammals,aves,na,na
Lepus townsendii,Aquila chrysaetos,2467.5,4247.97,mammals,aves,na,na
Antilocapra americana,Aquila chrysaetos,46491.46,4247.97,mammals,aves,na,na
Ovis aries,Aquila chrysaetos,42100,4247.97,mammals,aves,na,na
Tympanuchus phasianellus,Aquila chrysaetos,882.38,4247.97,aves,aves,na,na
Cynomys ludovicianus,Aquila chrysaetos,1080.5,4247.97,mammals,aves,na,na
Phasianus colchicus,Aquila chrysaetos,1120.31,4247.97,aves,aves,na,na
Mergus merganser,Aquila chrysaetos,1451.02,4247.97,aves,aves,na,na
Phalacrocorax auritus,Aquila chrysaetos,1806.49,4247.97,aves,aves,na,na
Ardea herodias,Aquila chrysaetos,2523.41,4247.97,aves,aves,na,na
Pituophis catenifer,Aquila chrysaetos,497.1560436,4247.97,reptilia,aves,na,na
Coluber constrictor,Aquila chrysaetos,208.8797407,4247.97,reptilia,aves,na,na
Columba livia,Aquila chrysaetos,354.2,4247.97,aves,aves,na,na
Gallus gallus,Aquila chrysaetos,751.72,4247.97,aves,aves,na,na
Anas acuta,Aquila chrysaetos,944.62,4247.97,aves,aves,na,na
Chordeiles minor,Aquila chrysaetos,79.3,4247.97,aves,aves,na,na
Accipiter cooperii,Aquila chrysaetos,429.67,4247.97,aves,aves,na,na
Falco sparverius,Aquila chrysaetos,114.61,4247.97,aves,aves,na,na
Myadestes townsendi,Aquila chrysaetos,34.0203861,4247.97,aves,aves,na,na
Melanerpes lewis,Aquila chrysaetos,105.76,4247.97,aves,aves,na,na
Anas platyrhynchos,Aquila chrysaetos,843.42,4247.97,aves,aves,na,na
Sturnella neglecta,Aquila chrysaetos,100.06,4247.97,aves,aves,na,na
Turdus migratorius,Aquila chrysaetos,79.98562144,4247.97,aves,aves,na,na
Bonasa umbellus,Aquila chrysaetos,530.91,4247.97,aves,aves,na,na
Colaptes auratus,Aquila chrysaetos,131.46,4247.97,aves,aves,na,na
Bubo virginianus,Aquila chrysaetos,1575.7,4247.97,aves,aves,na,na
Corvus brachyrhynchos,Aquila chrysaetos,448.76,4247.97,aves,aves,na,na
Centrocercus urophasianus,Aquila chrysaetos,1902.46,4247.97,aves,aves,na,na
Perdix perdix,Aquila chrysaetos,405.3,4247.97,aves,aves,na,na
Pica pica,Aquila chrysaetos,217.48,4247.97,aves,aves,na,na
Canis latrans,Aquila chrysaetos,12703.165,4247.97,mammals,aves,na,na
Marmota flaviventris,Aquila chrysaetos,3529.98,4247.97,mammals,aves,na,na
Spermophilus richardsonii,Aquila chrysaetos,365.5,4247.97,mammals,aves,na,na
Odocoileus hemionus,Aquila chrysaetos,69006.285,4247.97,mammals,aves,na,na
Mephitis mephitis,Aquila chrysaetos,2242.51,4247.97,mammals,aves,na,na
Mustela frenata,Aquila chrysaetos,169,4247.97,mammals,aves,na,na
Felis catus,Aquila chrysaetos,2884.8,4247.97,mammals,aves,na,na
Neotoma cinerea,Aquila chrysaetos,292.575,4247.97,mammals,aves,na,na
Vulpes macrotis,Aquila chrysaetos,4499.97,4247.97,mammals,aves,na,na
Procyon lotor,Aquila chrysaetos,5947.485,4247.97,mammals,aves,na,na
Sciurus niger,Aquila chrysaetos,761.9,4247.97,mammals,aves,na,na
Bassariscus astutus,Aquila chrysaetos,1074.755,4247.97,mammals,aves,na,na
Lepus californicus,Aquila chrysaetos,2421.24,4247.97,mammals,aves,na,na
Pappogeomys castanops,Aquila chrysaetos,267,4247.97,mammals,aves,na,na
Ammospermophilus interpres,Aquila chrysaetos,111.65,4247.97,mammals,aves,na,na
Conepatus leuconotus,Aquila chrysaetos,3475.01,4247.97,mammals,aves,na,na
Urocyon cinereoargenteus,Aquila chrysaetos,3831.86,4247.97,mammals,aves,na,na
Taxidea taxus,Aquila chrysaetos,7473.775,4247.97,mammals,aves,na,na
Numenius americanus,Aquila chrysaetos,583.86,4247.97,aves,aves,na,na
Circus cyaneus,Aquila chrysaetos,392.98,4247.97,aves,aves,na,na
Crotalus viridis,Aquila chrysaetos,679.1396015,4247.97,reptilia,aves,na,na
Pica hudsonia,Aquila chrysaetos,177.12,4247.97,aves,aves,na,na
Asio otus,Aquila chrysaetos,296.57,4247.97,aves,aves,na,na
Asio flammeus,Aquila chrysaetos,322.61,4247.97,aves,aves,na,na
Chrysemys picta,Aquila chrysaetos,614.624445,4247.97,reptilia,aves,na,na
Pituophis melanoleucus,Aquila chrysaetos,315.2912209,4247.97,reptilia,aves,na,na
Cyanocitta stelleri,Aquila chrysaetos,128,4247.97,aves,aves,na,na
Larus delawarensis,Aquila chrysaetos,516.31,4247.97,aves,aves,na,na
Alectoris chukar,Aquila chrysaetos,502.1,4247.97,aves,aves,na,na
Buteo jamaicensis,Aquila chrysaetos,1101.16,4247.97,aves,aves,na,na
Branta canadensis,Aquila chrysaetos,2811.68,4247.97,aves,aves,na,na
Bos taurus,Aquila chrysaetos,756500,4247.97,mammals,aves,na,na
Ondatra zibethicus,Aquila chrysaetos,1028.875,4247.97,mammals,aves,na,na
